CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
AI MSK LIMITED,14178664,,,"UNIT 1B, FOCUS FOUR",FOURTH AVENUE,LETCHWORTH,HERTFORDSHIRE,ENGLAND,SG6 2TU,Private Limited Company,Active,United Kingdom,,17-06-2022,30,6,17-03-2024,,NO ACCOUNTS FILED,15-07-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/14178664,,,,,,,,,,,,,,,,,,,,,30-06-2023,
AI PROPERTY & MANAGEMENT LIMITED,12398325,,,249 CALEDONIAN ROAD,,LONDON,,ENGLAND,N1 1ED,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,13-01-2020,31,1,13-10-2021,,NO ACCOUNTS FILED,10-02-2021,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/12398325,,,,,,,,,,,,,,,,,,,,,26-01-2022,12-01-2021
AI RADIOLOGY LIMITED,13553006,,,FIRST FLOOR,49 PETER STREET,MANCHESTER,,UNITED KINGDOM,M2 3NG,Private Limited Company,Active,United Kingdom,,06-08-2021,31,8,06-05-2023,,NO ACCOUNTS FILED,03-09-2022,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13553006,,,,,,,,,,,,,,,,,,,,,17-08-2023,03-08-2022
AI TRAINING (UK) LTD,10041385,,,C/O MERCER & HOLE TRINITY COURT,CHURCH STREET,RICKMANSWORTH,,UNITED KINGDOM,WD3 1RT,Private Limited Company,Active,United Kingdom,,03-03-2016,28,3,28-12-2022,31-03-2021,TOTAL EXEMPTION FULL,31-03-2017,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10041385,,,,,,,,,,,,,,,,,,,,,16-03-2023,02-03-2022
AI TRAINING FOR ALL LTD,14260359,,,35 ARUNDEL ROAD,,KINGSTON UPON THAMES,,ENGLAND,KT1 3RX,Private Limited Company,Active,United Kingdom,,27-07-2022,31,7,27-04-2024,,NO ACCOUNTS FILED,24-08-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14260359,,,,,,,,,,,,,,,,,,,,,09-08-2023,
AIA HEALTHCARE LIMITED,13948639,,,4 PARK VIEW ROAD,,BRADFORD,GREATER MANCHESTER,UNITED KINGDOM,BD9 4PA,Private Limited Company,Active,United Kingdom,,02-03-2022,31,3,02-12-2023,,NO ACCOUNTS FILED,30-03-2023,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/13948639,,,,,,,,,,,,,,,,,,,,,15-03-2023,
AIA VEG LTD,12463136,,,269A MAWNEY ROAD,,ROMFORD,ESSEX,ENGLAND,RM7 8DS,Private Limited Company,Active,United Kingdom,,14-02-2020,29,2,30-11-2022,28-02-2021,TOTAL EXEMPTION FULL,14-03-2021,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/12463136,,,,,,,,,,,,,,,,,,,,,27-02-2023,13-02-2022
AIB MEDICAL SERVICES LTD,11076655,,,LEGAE,DEVONSHIRE AVENUE,AMERSHAM,,UNITED KINGDOM,HP6 5JE,Private Limited Company,Active,United Kingdom,,22-11-2017,30,11,31-08-2023,30-11-2021,MICRO ENTITY,20-12-2018,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/11076655,,,,,,,,,,,,,,,,,,,,,05-12-2022,21-11-2021
AIB SERVICES LIMITED,11065777,,,23 PREMIER ROAD,,MANCHESTER,,ENGLAND,M8 8HH,Private Limited Company,Active,United Kingdom,,15-11-2017,5,4,05-01-2023,05-04-2021,MICRO ENTITY,13-12-2018,,0,0,0,0,46320 - Wholesale of meat and meat products,96090 - Other service activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/11065777,,,,,,,,,,,,,,,,,,,,,01-04-2023,18-03-2022
AIC ESTEEM INVESTMENTS LIMITED,12973170,,,PARK GATES BURY NEW ROAD,PRESTWICH,MANCHESTER,,ENGLAND,M25 0JW,Private Limited Company,Active,United Kingdom,,26-10-2020,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,23-11-2021,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/12973170,,,,,,,,,,,,,,,,,,,,,08-11-2023,25-10-2022
AICONIK UK LIMITED,10876214,,,114 COLINDALE AVENUE,COLINDALE,LONDON,,UNITED KINGDOM,NW9 5GX,Private Limited Company,Active,United Kingdom,,20-07-2017,31,7,30-04-2023,31-07-2021,DORMANT,17-08-2018,,0,0,0,0,"46470 - Wholesale of furniture, carpets and lighting equipment","47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",,,0,0,http://business.data.gov.uk/id/company/10876214,15-08-2017,AICONIK LIMITED,,,,,,,,,,,,,,,,,,,02-08-2023,19-07-2022
AID FIRST LTD,12917723,,,23 DERWENT ROAD,MEOLS,WIRRAL,,UNITED KINGDOM,CH47 8XY,Private Limited Company,Active,United Kingdom,,01-10-2020,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,29-10-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12917723,,,,,,,,,,,,,,,,,,,,,14-10-2023,30-09-2022
AIDA UK TRADING LTD,12266341,,,4A STATION PARADE,UXBRIDGE ROAD,LONDON,,ENGLAND,W5 3LD,Private Limited Company,Active,United Kingdom,,16-10-2019,31,10,31-07-2023,31-10-2021,DORMANT,13-11-2020,,0,0,0,0,46310 - Wholesale of fruit and vegetables,,,,0,0,http://business.data.gov.uk/id/company/12266341,,,,,,,,,,,,,,,,,,,,,28-02-2023,14-02-2022
AIDAABAS LIMITED,8307457,,,7 WHATLEY ROAD,GARDEN FLAT,BRISTOL,,ENGLAND,BS8 2PS,Private Limited Company,Active,United Kingdom,,26-11-2012,30,11,31-08-2023,30-11-2021,MICRO ENTITY,24-12-2016,26-11-2015,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/08307457,,,,,,,,,,,,,,,,,,,,,10-12-2022,26-11-2021
AIDAN ALEXANDER ESTATES AND LETTINGS LIMITED,14505334,,,60 WESTFIELD STREET,,ST. HELENS,,ENGLAND,WA10 1QJ,Private Limited Company,Active,United Kingdom,,24-11-2022,30,11,24-08-2024,,NO ACCOUNTS FILED,22-12-2023,,0,0,0,0,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,,0,0,http://business.data.gov.uk/id/company/14505334,,,,,,,,,,,,,,,,,,,,,07-12-2023,
AIDAN ELLIS TRAINING LTD,11167658,,,"'ROOTS', 2A",WESTWAY,LOWER HESWALL,"WIRRAL, MERSEYSIDE",ENGLAND,CH60 8PL,Private Limited Company,Active,United Kingdom,,24-01-2018,5,4,05-01-2024,05-04-2022,MICRO ENTITY,21-02-2019,,0,0,0,0,85422 - Post-graduate level higher education,,,,0,0,http://business.data.gov.uk/id/company/11167658,,,,,,,,,,,,,,,,,,,,,06-02-2023,23-01-2022
AIDAN J REED LIMITED,5973217,,,CARE OF CHARNWOOD ACCOUNTANTS,THE POINT,"GRANITE WAY, MOUNTSORREL",LEICESTERSHIRE,,LE12 7TZ,Private Limited Company,Active,United Kingdom,,20-10-2006,31,10,31-07-2023,31-10-2021,TOTAL EXEMPTION FULL,18-11-2016,21-10-2015,1,1,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/05973217,,,,,,,,,,,,,,,,,,,,,04-11-2023,21-10-2022
AIDEL SMILES LTD,10168989,,,113 UNION STREET,,OLDHAM,,UNITED KINGDOM,OL1 1RU,Private Limited Company,Active,United Kingdom,,09-05-2016,31,3,31-12-2023,31-03-2022,DORMANT,06-06-2017,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/10168989,,,,,,,,,,,,,,,,,,,,,19-05-2023,05-05-2022
AIDEMY HEALTH LTD,13020176,,,59 CRICKLADE AVENUE,,LONDON,,ENGLAND,SW2 3HD,Private Limited Company,Active,United Kingdom,,15-11-2020,30,11,31-08-2023,30-11-2021,DORMANT,13-12-2021,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13020176,,,,,,,,,,,,,,,,,,,,,17-11-2023,03-11-2022
AIDING LEARNING & INSTRUCTION LTD,11832429,,,46 UPPER HALE ROAD,,FARNHAM,SURREY,ENGLAND,GU9 0NS,Private Limited Company,Active,United Kingdom,,18-02-2019,28,2,28-02-2023,28-02-2021,UNAUDITED ABRIDGED,17-03-2020,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11832429,,,,,,,,,,,,,,,,,,,,,03-03-2023,17-02-2022
AIDS CARE EDUCATION AND TRAINING (NORTHERN IRELAND) LIMITED,NI028825,,,58A HIGH STREET,,HOLYWOOD,,NORTHERN IRELAND,BT18 9AE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,30-09-1994,31,3,31-12-2023,31-03-2022,SMALL,28-10-2016,30-09-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/NI028825,,,,,,,,,,,,,,,,,,,,,14-10-2023,30-09-2022
AIDTRAINING LTD,13873172,,,19 MALVERN ROAD,,OLDBURY,,ENGLAND,B68 0HY,Private Limited Company,Active,United Kingdom,,26-01-2022,31,1,26-10-2023,,NO ACCOUNTS FILED,23-02-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13873172,,,,,,,,,,,,,,,,,,,,,08-02-2023,
AIESEC FOUNDATION,4598851,,,1E MENTMORE TERRACE,,LONDON,,ENGLAND,E8 3DQ,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,22-11-2002,31,7,30-04-2023,31-07-2021,TOTAL EXEMPTION FULL,20-12-2016,22-11-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04598851,,,,,,,,,,,,,,,,,,,,,06-12-2023,22-11-2022
AIGAS FIELD CENTRE LIMITED,SC498637,,,HOUSE OF AIGAS,AIGAS,BEAULY,HIGHLAND,SCOTLAND,IV4 7AD,Private Limited Company,Active,United Kingdom,,23-02-2015,31,1,31-10-2023,31-01-2022,UNAUDITED ABRIDGED,23-03-2017,23-02-2016,1,1,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC498637,,,,,,,,,,,,,,,,,,,,,09-03-2023,23-02-2022
AIGBURTH BACON COMPANY LTD,4778098,MITCHELL CHARLESWORTH,,GLEBE BUSINESS PARK,LUNTS HEATH ROAD,WIDNES,CHESHIRE,,WA8 5SQ,Private Limited Company,Active,United Kingdom,,28-05-2003,29,6,29-03-2023,30-06-2021,TOTAL EXEMPTION FULL,25-06-2017,28-05-2016,0,0,0,0,46320 - Wholesale of meat and meat products,,,,0,0,http://business.data.gov.uk/id/company/04778098,,,,,,,,,,,,,,,,,,,,,07-05-2023,23-04-2022
AIGBURTH SMILE CENTRE LIMITED,11829985,,,99 AIGBURTH ROAD,,LIVERPOOL,,UNITED KINGDOM,L17 4JU,Private Limited Company,Active,United Kingdom,,15-02-2019,31,3,31-12-2023,31-03-2022,MICRO ENTITY,14-03-2020,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/11829985,,,,,,,,,,,,,,,,,,,,,28-02-2023,14-02-2022
AIGLE INTERNATIONAL UK LIMITED,3874749,,,C/O BROWNE JACOBSON LLP,6 BEVIS MARKS,LONDON,,,EC3A 7BA,Private Limited Company,Active,United Kingdom,,10-11-1999,31,12,31-12-2022,31-12-2020,FULL,08-12-2016,10-11-2015,2,1,0,1,46420 - Wholesale of clothing and footwear,47710 - Retail sale of clothing in specialised stores,47721 - Retail sale of footwear in specialised stores,,0,0,http://business.data.gov.uk/id/company/03874749,,,,,,,,,,,,,,,,,,,,,24-11-2023,10-11-2022
AIGOSTAR INTERNATIONAL LIMITED,9532723,,,4 GLENARM ROAD,WYNYARD,BILLINGHAM,,ENGLAND,TS22 5FE,Private Limited Company,Active,United Kingdom,,09-04-2015,30,12,16-12-2022,31-12-2020,TOTAL EXEMPTION FULL,07-05-2017,09-04-2016,0,0,0,0,"46470 - Wholesale of furniture, carpets and lighting equipment",47540 - Retail sale of electrical household appliances in specialised stores,47910 - Retail sale via mail order houses or via Internet,,0,0,http://business.data.gov.uk/id/company/09532723,,,,,,,,,,,,,,,,,,,,,12-11-2023,29-10-2022
AIHOME INTERIORS LTD,13421588,,,33 SOUTHDOWN CRESCENT,,MANCHESTER,,ENGLAND,M9 7DQ,Private Limited Company,Active,United Kingdom,,26-05-2021,31,3,31-12-2022,,NO ACCOUNTS FILED,23-06-2022,,0,0,0,0,46420 - Wholesale of clothing and footwear,"46470 - Wholesale of furniture, carpets and lighting equipment",46499 - Wholesale of household goods (other than musical instruments) n.e.c.,47910 - Retail sale via mail order houses or via Internet,0,0,http://business.data.gov.uk/id/company/13421588,,,,,,,,,,,,,,,,,,,,,26-10-2023,12-10-2022
AIHOMES LETTING AND MANAGEMENT LIMITED,11358232,,,31 DAVIGDOR ROAD,,HOVE,,ENGLAND,BN3 1QB,Private Limited Company,Active,United Kingdom,,12-05-2018,31,3,31-12-2022,31-03-2021,DORMANT,09-06-2019,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/11358232,,,,,,,,,,,,,,,,,,,,,24-05-2023,10-05-2022
AIIM LIMITED,11213585,,,3 NORE FARM AVENUE,,EMSWORTH,,UNITED KINGDOM,PO10 7NA,Private Limited Company,Active,United Kingdom,,19-02-2018,31,3,31-12-2022,31-03-2021,MICRO ENTITY,19-03-2019,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/11213585,,,,,,,,,,,,,,,,,,,,,04-03-2023,18-02-2022
AIJ HOLDINGSUK LIMITED,10976140,,,216 ALLERTON ROAD,MOSSLEY HILL,LIVERPOOL,,UNITED KINGDOM,L18 6JN,Private Limited Company,Active,United Kingdom,,22-09-2017,31,3,31-12-2023,31-03-2022,TOTAL EXEMPTION FULL,20-10-2018,,2,2,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/10976140,,,,,,,,,,,,,,,,,,,,,05-10-2023,21-09-2022
AIK SAATH,4335784,,,29 CHURCH STREET,,SLOUGH,,,SL1 1PL,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,06-12-2001,31,3,31-12-2022,31-03-2021,TOTAL EXEMPTION FULL,03-01-2017,06-12-2015,1,1,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04335784,,,,,,,,,,,,,,,,,,,,,20-12-2022,06-12-2021
AIKATERINI SARANTOPOULOU LIMITED,10646121,,,"99A, HIGH ROAD",BEESTON,NOTTINGHAM,,ENGLAND,NG9 2LH,Private Limited Company,Active,United Kingdom,,01-03-2017,28,2,30-11-2023,28-02-2022,MICRO ENTITY,29-03-2018,,0,0,0,0,86230 - Dental practice activities,,,,0,0,http://business.data.gov.uk/id/company/10646121,,,,,,,,,,,,,,,,,,,,,14-03-2023,28-02-2022
AIKIH LTD,13387420,,,332B CAMBERWELL NEW ROAD,,LONDON,,ENGLAND,SE5 0RW,Private Limited Company,Active,United Kingdom,,11-05-2021,31,5,11-02-2023,,NO ACCOUNTS FILED,08-06-2022,,0,0,0,0,46420 - Wholesale of clothing and footwear,,,,0,0,http://business.data.gov.uk/id/company/13387420,,,,,,,,,,,,,,,,,,,,,24-05-2023,10-05-2022
AILEEN HOARE EDUCATION CONSULTANCY LIMITED,7106896,,,APOLLO HOUSE HALLAM WAY,WHITEHILLS BUSINESS PARK,BLACKPOOL,,ENGLAND,FY4 5FS,Private Limited Company,Active,United Kingdom,,17-12-2009,31,12,31-12-2022,31-12-2020,MICRO ENTITY,14-01-2017,17-12-2015,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07106896,,,,,,,,,,,,,,,,,,,,,31-12-2022,17-12-2021
AILEY CIC,13126706,,,7 BELL YARD,BELL YARD,LONDON,,ENGLAND,WC2A 2JR,Community Interest Company,Active,United Kingdom,,11-01-2021,30,1,10-01-2023,,NO ACCOUNTS FILED,08-02-2022,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13126706,,,,,,,,,,,,,,,,,,,,,24-01-2023,10-01-2022
AILIOS LIMITED,SC520406,,,272 BATH STREET,,GLASGOW,,SCOTLAND,G2 4JR,Private Limited Company,Active,United Kingdom,,16-11-2015,30,11,31-08-2023,30-11-2021,MICRO ENTITY,14-12-2016,,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/SC520406,,,,,,,,,,,,,,,,,,,,,27-07-2023,13-07-2022
AIM & FIN ESTATE AGENTS LTD,13600355,,,52 GRAMMAR SCHOOL LANE,,WIRRAL,,UNITED KINGDOM,CH48 8BA,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,02-09-2021,30,9,02-06-2023,,NO ACCOUNTS FILED,30-09-2022,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/13600355,,,,,,,,,,,,,,,,,,,,,15-09-2023,01-09-2022
AIM 121 CIC,14233696,,,20 ELCOT AVENUE,,LONDON,,ENGLAND,SE15 1QD,Community Interest Company,Active,United Kingdom,,14-07-2022,31,7,14-04-2024,,NO ACCOUNTS FILED,11-08-2023,,0,0,0,0,85590 - Other education n.e.c.,86900 - Other human health activities,94910 - Activities of religious organizations,,0,0,http://business.data.gov.uk/id/company/14233696,,,,,,,,,,,,,,,,,,,,,27-07-2023,
AIM A LITTLE HIGHER LTD,11572648,,,C/O REALISE FINANCE LTD GLOUCESTER HOUSE,23A LONDON ROAD,PETERBOROUGH,,ENGLAND,PE2 8AN,Private Limited Company,Active,United Kingdom,,17-09-2018,30,9,30-06-2023,30-09-2021,MICRO ENTITY,15-10-2019,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11572648,,,,,,,,,,,,,,,,,,,,,30-09-2023,16-09-2022
AIM ACADEMIC SERVICES LIMITED,14499441,,,28 PARK GROVE,,LONDON,,UNITED KINGDOM,E15 3QT,Private Limited Company,Active,United Kingdom,,22-11-2022,30,11,22-08-2024,,NO ACCOUNTS FILED,20-12-2023,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/14499441,,,,,,,,,,,,,,,,,,,,,05-12-2023,
AIM ACADEMIES TRUST,4389132,,,LONDON ACADEMY,SPUR ROAD,EDGWARE,MIDDLESEX,,HA8 8DE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,07-03-2002,31,8,31-05-2023,31-08-2021,FULL,04-04-2017,07-03-2016,0,0,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/04389132,17-12-2016,BARNET CITY ACADEMY,,,,,,,,,,,,,,,,,,,21-03-2023,07-03-2022
AIM AWARDS,11730063,,,3 PRIDE POINT DRIVE,PRIDE PARK,DERBY,,UNITED KINGDOM,DE24 8BX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,17-12-2018,31,12,30-09-2023,31-12-2021,DORMANT,14-01-2020,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11730063,30-08-2019,AIM QUALIFICATIONS AND ASSESSMENT GROUP LTD,,,,,,,,,,,,,,,,,,,18-11-2023,04-11-2022
AIM CONFERENCES LIMITED,9411177,,,47 FARMERS ROW,,FULBOURN,CAMBRIDGESHIRE,ENGLAND,CB21 5HL,Private Limited Company,Active,United Kingdom,,28-01-2015,31,1,31-10-2023,31-01-2022,MICRO ENTITY,02-04-2017,05-03-2016,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/09411177,,,,,,,,,,,,,,,,,,,,,19-03-2023,05-03-2022
AIM DENTAL TRAINING LTD,12883348,,,YORKSHIRE HOUSE,60 EAST PARADE,HARROGATE,NORTH YORKSHIRE,ENGLAND,HG1 5LT,Private Limited Company,Active,United Kingdom,,16-09-2020,30,11,31-08-2023,30-11-2021,MICRO ENTITY,14-10-2021,,0,0,0,0,85422 - Post-graduate level higher education,,,,0,0,http://business.data.gov.uk/id/company/12883348,,,,,,,,,,,,,,,,,,,,,29-09-2023,15-09-2022
AIM EDUCATION AND MENTORING (ACHIEVEMENT IN MOTION) LTD,14307088,,,8 BRYNHEULOG TERRACE,CWMAVON,PORT TALBOT,,WALES,SA12 9HY,Private Limited Company,Active,United Kingdom,,19-08-2022,31,8,19-05-2024,,NO ACCOUNTS FILED,16-09-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14307088,21-11-2022,A.I.M (ACHIEVEMENT IN MOTION) LTD,,,,,,,,,,,,,,,,,,,01-09-2023,
AIM EDUCATIONAL LTD,9670489,,,12 ROTHERHAMS HILL,BADDESLEY ENSOR,ATHERSTONE,WARWICKSHIRE,,CV9 2DR,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active - Proposal to Strike off,United Kingdom,,03-07-2015,30,6,31-03-2022,30-06-2020,TOTAL EXEMPTION FULL,31-07-2016,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,,,0,0,http://business.data.gov.uk/id/company/09670489,,,,,,,,,,,,,,,,,,,,,16-07-2022,02-07-2021
AIM EDUCATIONAL SERVICES LIMITED,8505616,,,160 DEMESNE ROAD,,WALLINGTON,SURREY,ENGLAND,SM6 8EN,Private Limited Company,Active,United Kingdom,,26-04-2013,31,8,31-05-2023,31-08-2021,DORMANT,24-05-2017,26-04-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/08505616,,,,,,,,,,,,,,,,,,,,,14-09-2023,31-08-2022
AIM HABONIM,7220595,,,51 RIGBY STREET,,SALFORD,,ENGLAND,M7 4NX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,12-04-2010,30,8,30-05-2023,31-08-2021,FULL,10-05-2017,12-04-2016,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/07220595,,,,,,,,,,,,,,,,,,,,,26-04-2023,12-04-2022
AIM HEALTHCARE LTD,9331996,,,LAWRENCE HOUSE 37 NORMANTON ROAD,DERBY,DERBY,,ENGLAND,DE1 2GJ,Private Limited Company,Active,United Kingdom,,28-11-2014,30,6,31-03-2023,30-06-2021,MICRO ENTITY,26-12-2016,28-11-2015,0,0,0,0,86210 - General medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/09331996,,,,,,,,,,,,,,,,,,,,,10-12-2023,26-11-2022
AIM HIGH ACADEMY LTD,13752305,,,1 CASTLEMERE STREET,,ROCHDALE,,ENGLAND,OL11 3SW,Private Limited Company,Active,United Kingdom,,18-11-2021,31,3,31-12-2023,31-03-2022,MICRO ENTITY,16-12-2022,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13752305,,,,,,,,,,,,,,,,,,,,,23-06-2023,09-06-2022
AIM HIGH ACADEMY TRUST,8842629,,,NEWBOTTLE PRIMARY ACADEMY HOUGHTON ROAD,NEWBOTTLE,HOUGHTON-LE-SPRING,TYNE & WEAR,,DH4 4EE,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,13-01-2014,31,8,31-05-2023,31-08-2021,FULL,10-02-2017,13-01-2016,0,0,0,0,85200 - Primary education,,,,0,0,http://business.data.gov.uk/id/company/08842629,,,,,,,,,,,,,,,,,,,,,28-01-2023,14-01-2022
AIM HIGH ATTENDANCE SOLUTIONS LIMITED,14249149,,,BUSINESS CENTRAL 2 UNION SQUARE,DARLINGTON,CO DURHAM,,UNITED KINGDOM,DL1 1GL,Private Limited Company,Active,United Kingdom,,21-07-2022,31,7,21-04-2024,,NO ACCOUNTS FILED,18-08-2023,,0,0,0,0,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/14249149,,,,,,,,,,,,,,,,,,,,,03-08-2023,
AIM HIGH DYSLEXIA LTD,14208121,,,48 THE VINERIES,,WIMBORNE,,ENGLAND,BH21 2PY,Private Limited Company,Active,United Kingdom,,01-07-2022,31,7,01-04-2024,,NO ACCOUNTS FILED,29-07-2023,,0,0,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/14208121,,,,,,,,,,,,,,,,,,,,,14-07-2023,
AIM HIGH TRAINING LTD,11814831,,,"UNIT 9, OLD DALBY  BUSINESS PARK STATION ROAD",OLD DALBY,MELTON MOWBRAY,,UNITED KINGDOM,LE14 3NJ,Private Limited Company,Active,United Kingdom,,08-02-2019,28,2,30-11-2022,28-02-2021,MICRO ENTITY,07-03-2020,,0,0,0,0,85310 - General secondary education,,,,0,0,http://business.data.gov.uk/id/company/11814831,,,,,,,,,,,,,,,,,,,,,21-02-2023,07-02-2022
AIM LOW INDUSTRIES LTD,13785403,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,06-12-2021,31,12,06-09-2023,,NO ACCOUNTS FILED,03-01-2023,,0,0,0,0,85310 - General secondary education,90030 - Artistic creation,,,0,0,http://business.data.gov.uk/id/company/13785403,,,,,,,,,,,,,,,,,,,,,19-12-2022,
AIM QUALIFICATIONS AND ASSESSMENT GROUP,5038056,,,3 PRIDE POINT DRIVE,PRIDE PARK,DERBY,,ENGLAND,DE24 8BX,"PRI/LBG/NSC (Private, Limited by guarantee, no share capital, use of 'Limited' exemption)",Active,United Kingdom,,09-02-2004,31,8,31-05-2023,31-07-2021,FULL,09-03-2017,09-02-2016,1,0,0,1,85590 - Other education n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/05038056,30-08-2019,AIM AWARDS,08-06-2012,OCN EAST MIDLANDS REGION,25-07-2005,NORTH EAST MIDLANDS OPEN COLLEGE NETWORK (NEMOCN),,,,,,,,,,,,,,,18-11-2023,04-11-2022
